"ngram" "target" "count"
"22499" "panel" "discussion" 74
"22500" "panels" "annual" 4
"22501" "panera" "bread" 34
"22502" "panetta" "said" 6
"22503" "pani" "puri" 5
"22504" "panic" "attack" 42
"22505" "panini" "america" 17
"22506" "panko" "bread" 8
"22507" "panna" "cotta" 13
"22508" "panoramic" "views" 8
"22509" "panpastel" "uk" 3
"22510" "pans" "bake" 8
"22511" "pansophy" "project" 3
"22512" "pansy" "assed" 5
"22513" "pant" "leg" 8
"22514" "pantera" "s" 3
"22515" "panther" "party" 12
"22516" "panthers" "game" 8
"22517" "panties" "wet" 3
"22518" "pantry" "door" 6
"22519" "pants" "lol" 14
"22520" "panty" "set" 3
"22521" "pao" "bhaji" 3
"22522" "paola" "s" 3
"22523" "paolo" "bacigalupi" 5
"22524" "pap" "mp" 5
"22525" "papa" "johns" 35
"22526" "papal" "knight" 3
"22527" "papandreou" "s" 4
"22528" "papaya" "salad" 3
"22529" "paper" "towel" 100
"22530" "paperback" "book" 16
"22531" "papercraft" "project" 3
"22532" "papercrafting" "project" 3
"22533" "paperie" "design" 3
"22534" "paperless" "billing" 5
"22535" "papermania" "capsule" 4
"22536" "papers" "today" 9
"22537" "papertake" "weekly" 4
"22538" "papertemptress" "designer" 4
"22539" "papertrey" "ink" 75
"22540" "paperwork" "done" 3
"22541" "papier" "mache" 11
"22542" "papiere" "sind" 3
"22543" "pappy" "harriet" 4
"22544" "paprika" "bake" 3
"22545" "papua" "new" 10
"22546" "par" "excellence" 13
"22547" "para" "church" 4
"22548" "paraben" "free" 3
"22549" "parachute" "pants" 5
"22550" "parade" "today" 23
"22551" "paraded" "around" 3
"22552" "paradigm" "shift" 25
"22553" "paradise" "valley" 15
"22554" "paradox" "occurs" 5
"22555" "paragraph" "will" 3
"22556" "paraguay" "vs" 4
"22557" "parallel" "universe" 20
"22558" "paralympic" "games" 4
"22559" "paralyzed" "man" 4
"22560" "paralyzing" "fear" 4
"22561" "paramahansa" "yogananda" 6
"22562" "parameters" "will" 3
"22563" "paramilitaries" "will" 10
"22564" "paramilitary" "group" 3
"22565" "paramjit" "singh" 4
"22566" "paramount" "pictures" 13
"22567" "paranoid" "person" 3
"22568" "paranormal" "activity" 61
"22569" "paraphilic" "coercive" 7
"22570" "pararocktv" "com" 3
"22571" "parasite" "cleanse" 3
"22572" "parasol" "protectorate" 6
"22573" "parc" "des" 4
"22574" "parcel" "without" 3
"22575" "parchment" "paper" 132
"22576" "pardew" "will" 3
"22577" "pardo" "s" 3
"22578" "parent" "s" 153
"22579" "parental" "rights" 11
"22580" "parenthood" "clinic" 3
"22581" "parenting" "skills" 18
"22582" "parents" "house" 81
"22583" "parietal" "lobe" 3
"22584" "parineeti" "chopra" 4
"22585" "paring" "knife" 14
"22586" "paris" "hilton" 41
"22587" "parish" "council" 15
"22588" "parisian" "women" 5
"22589" "park" "ha" 56
"22590" "parked" "car" 17
"22591" "parker" "s" 20
"22592" "parkin" "lot" 5
"22593" "parking" "lot" 419
"22594" "parkinson" "s" 31
"22595" "parkleigh" "thread" 3
"22596" "parks" "rec" 56
"22597" "parkway" "south" 11
"22598" "parliament" "s" 19
"22599" "parliamentary" "elections" 17
"22600" "parlor" "tricks" 4
"22601" "parma" "italy" 5
"22602" "parmatown" "mall" 4
"22603" "parmesan" "cheese" 94
"22604" "parmigiano" "reggiano" 15
"22605" "paroc" "s" 5
"22606" "parochial" "school" 4
"22607" "parody" "accounts" 14
"22608" "parole" "board" 8
"22609" "parque" "central" 3
"22610" "parrot" "bluetooth" 6
"22611" "parry" "toughness" 9
"22612" "parsley" "leaves" 7
"22613" "parsnips" "turnips" 3
"22614" "parson" "s" 7
"22615" "parsons" "said" 4
"22616" "part" "time" 288
"22617" "parte" "robbins" 3
"22618" "partecipanti" "al" 3
"22619" "parted" "ways" 23
"22620" "parti" "keadilan" 4
"22621" "partial" "list" 10
"22622" "partially" "hydrogenated" 8
"22623" "participant" "s" 7
"22624" "participants" "will" 21
"22625" "participate" "please" 4
"22626" "participated" "last" 5
"22627" "participating" "blogs" 10
"22628" "participation" "rate" 6
"22629" "participatory" "culture" 10
"22630" "particle" "physics" 5
"22631" "particles" "can" 3
"22632" "particular" "order" 124
"22633" "particularly" "like" 53
"22634" "particulate" "matter" 5
"22635" "partied" "hard" 4
"22636" "parties" "involved" 21
"22637" "parting" "shot" 11
"22638" "partisan" "politics" 6
"22639" "partly" "cloudy" 78
"22640" "partner" "s" 56
"22641" "partnering" "w" 9
"22642" "partners" "will" 5
"22643" "partnership" "w" 16
"22644" "partnerships" "w" 3
"22645" "parton" "s" 3
"22646" "partridge" "family" 3
"22647" "parts" "per" 12
"22648" "party" "tonight" 317
"22649" "partyallweek" "com" 3
"22650" "partying" "like" 14
"22651" "partylife" "productions" 6
"22652" "partypoker" "rakeback" 3
"22653" "partyriot" "may" 3
"22654" "parvovirus" "b" 9
"22655" "pas" "de" 11
"22656" "pasadena" "specials" 11
"22657" "pasar" "seni" 4
"22658" "pascal" "s" 4
"22659" "paschal" "lamb" 3
"22660" "pasco" "county" 10
"22661" "paseo" "verde" 11
"22662" "pasir" "ris" 6
"22663" "paso" "robles" 13
"22664" "pasok" "leader" 3
"22665" "pass" "along" 71
"22666" "passage" "way" 5
"22667" "passages" "like" 14
"22668" "passaic" "county" 8
"22669" "passed" "away" 371
"22670" "passenger" "seat" 25
"22671" "passengers" "can" 7
"22672" "passer" "rating" 6
"22673" "passes" "away" 18
"22674" "passing" "along" 21
"22675" "passion" "fruit" 32
"22676" "passionate" "love" 10
"22677" "passionately" "curious" 4
"22678" "passions" "will" 3
"22679" "passive" "aggressive" 48
"22680" "passover" "meal" 5
"22681" "passport" "control" 5
"22682" "password" "protected" 7
"22683" "past" "week" 438
"22684" "pasta" "sauce" 34
"22685" "paste" "tsp" 12
"22686" "pastel" "colours" 9
"22687" "pasteur" "michaelangelo" 3
"22688" "pasteurized" "egg" 3
"22689" "pastina" "tortellini" 6
"22690" "pastor" "s" 33
"22691" "pastoral" "care" 6
"22692" "pastrami" "sandwich" 12
"22693" "pastries" "coffee" 3
"22694" "pastry" "chef" 24
"22695" "pasture" "land" 3
"22696" "pastures" "new" 5
"22697" "pasty" "pasty" 43
"22698" "pat" "s" 49
"22699" "patagonia" "s" 3
"22700" "pataleshwar" "caves" 3
"22701" "patan" "durbar" 3
"22702" "patch" "kids" 20
"22703" "patchett" "s" 3
"22704" "patching" "holes" 3
"22705" "patchwork" "quilt" 5
"22706" "patchy" "fog" 26
"22707" "pate" "de" 3
"22708" "patek" "philippe" 10
"22709" "patel" "s" 3
"22710" "patent" "office" 60
"22711" "patentable" "subject" 3
"22712" "patentably" "indistinct" 3
"22713" "patented" "article" 6
"22714" "patentee" "s" 5
"22715" "patently" "false" 4
"22716" "patents" "act" 14
"22717" "paternal" "grandmother" 20
"22718" "paternity" "divorce" 22
"22719" "paterno" "s" 8
"22720" "paternoster" "square" 3
"22721" "paterson" "s" 4
"22722" "path" "may" 29
"22723" "pathetic" "people" 8
"22724" "pathfinder" "beginner" 3
"22725" "pathological" "liar" 6
"22726" "pathology" "report" 5
"22727" "paths" "will" 7
"22728" "pathways" "oi" 3
"22729" "patience" "ralph" 8
"22730" "patient" "s" 54
"22731" "patiently" "waiting" 58
"22732" "patients" "can" 8
"22733" "patio" "open" 17
"22734" "patisserie" "mobile" 7
"22735" "patmore" "street" 4
"22736" "patons" "astra" 5
"22737" "patr" "n" 6
"22738" "patra" "program" 3
"22739" "patriarchal" "society" 4
"22740" "patrice" "o" 10
"22741" "patricia" "s" 7
"22742" "patrick" "s" 363
"22743" "patricks" "day" 85
"22744" "patrickscatering" "com" 19
"22745" "patriot" "act" 24
"22746" "patriotic" "war" 4
"22747" "patriots" "fan" 14
"22748" "patristic" "writers" 3
"22749" "patrol" "car" 11
"22750" "patrols" "police" 3
"22751" "patron" "saint" 39
"22752" "patrons" "can" 3
"22753" "pats" "fan" 13
"22754" "patsy" "cline" 19
"22755" "pattaya" "massage" 6
"22756" "patted" "dry" 4
"22757" "pattern" "paper" 48
"22758" "patterned" "paper" 230
"22759" "patterns" "like" 6
"22760" "patterson" "s" 15
"22761" "patti" "smith" 14
"22762" "pattie" "s" 3
"22763" "patties" "day" 4
"22764" "patting" "sweeping" 6
"22765" "pattinson" "s" 4
"22766" "pattison" "s" 11
"22767" "pattisons" "limited" 5
"22768" "patton" "oswalt" 11
"22769" "patty" "s" 206
"22770" "pattys" "day" 41
"22771" "pau" "gasol" 37
"22772" "paul" "s" 295
"22773" "paula" "deen" 37
"22774" "paulaner" "salvator" 3
"22775" "paulette" "goddard" 3
"22776" "paulie" "s" 4
"22777" "paulina" "chicago" 3
"22778" "pauline" "kael" 5
"22779" "paulo" "coelho" 14
"22780" "paulsen" "s" 3
"22781" "paulson" "said" 6
"22782" "pauly" "d" 64
"22783" "paulydproject" "paulydproject" 4
"22784" "pausch" "s" 3
"22785" "pause" "button" 17
"22786" "paused" "briefly" 3
"22787" "pav" "bhaji" 5
"22788" "paved" "road" 6
"22789" "pavel" "datsyuk" 3
"22790" "pavement" "s" 3
"22791" "paver" "s" 5
"22792" "pavilion" "s" 3
"22793" "paving" "another" 3
"22794" "pavlov" "s" 10
"22795" "paw" "print" 11
"22796" "pawan" "lateshri" 3
"22797" "pawn" "stars" 21
"22798" "paws" "disney" 4
"22799" "pax" "east" 11
"22800" "paxman" "pasty" 3
"22801" "pay" "attention" 324
"22802" "payback" "time" 8
"22803" "paychecks" "will" 3
"22804" "payday" "loans" 10
"22805" "payed" "attention" 4
"22806" "payer" "health" 5
"22807" "payers" "money" 5
"22808" "payin" "attention" 7
"22809" "paying" "attention" 237
"22810" "payless" "shoes" 3
"22811" "payment" "plan" 10
"22812" "payments" "made" 11
"22813" "payne" "s" 12
"22814" "payoff" "will" 5
"22815" "payout" "music" 5
"22816" "paypal" "account" 15
"22817" "payphone" "trying" 10
"22818" "payroll" "tax" 30
"22819" "payrolls" "report" 3
"22820" "pays" "tribute" 14
"22821" "payton" "suspended" 11
"22822" "payusatax" "com" 9
"22823" "paz" "road" 3
"22824" "pazuzu" "trilogy" 6
"22825" "pb" "j" 59
"22826" "pbase" "com" 4
"22827" "pbh" "free" 3
"22828" "pbr" "tall" 9
"22829" "pbrs" "stolis" 3
"22830" "pbs" "kids" 8
"22831" "pbuh" "said" 5
"22832" "pbwiff" "com" 4
"22833" "pc" "s" 27
"22834" "pcbw" "event" 3
"22835" "pcc" "cascade" 4
"22836" "pch" "lesson" 4
"22837" "pcn" "s" 3
"22838" "pcs" "cut" 13
"22839" "pct" "application" 6
"22840" "pctr" "s" 3
"22841" "pcw" "title" 4
"22842" "pd" "james" 3
"22843" "pdf" "file" 25
"22844" "pdplus" "call" 5
"22845" "pdt" "washington" 8
"22846" "pdx" "area" 12
"22847" "pdxsucks" "com" 6
"22848" "pe" "class" 5
"22849" "pea" "soup" 18
"22850" "peabody" "s" 11
"22851" "peace" "love" 88
"22852" "peaceful" "protest" 13
"22853" "peacefully" "like" 5
"22854" "peacekeeping" "force" 3
"22855" "peach" "ciroc" 16
"22856" "peaches" "pears" 3
"22857" "peachtree" "road" 3
"22858" "peachy" "keen" 50
"22859" "peacock" "feathers" 6
"22860" "peak" "oil" 52
"22861" "peaks" "form" 31
"22862" "peanut" "butter" 493
"22863" "peanutbutter" "cheesecake" 3
"22864" "peanuts" "tonight" 4
"22865" "pear" "shaped" 17
"22866" "pearce" "s" 3
"22867" "pearl" "harbor" 42
"22868" "pearlescent" "white" 3
"22869" "pearls" "couture" 11
"22870" "pearly" "whites" 12
"22871" "pears" "apples" 3
"22872" "pearson" "s" 6
"22873" "peas" "carrots" 5
"22874" "peasant" "s" 4
"22875" "peasy" "lemon" 6
"22876" "peat" "peat" 7
"22877" "peated" "malt" 4
"22878" "pebble" "beach" 8
"22879" "pecan" "pie" 25
"22880" "pecans" "chopped" 4
"22881" "pecha" "kucha" 11
"22882" "peck" "s" 8
"22883" "pecking" "order" 20
"22884" "pecorino" "romano" 3
"22885" "pectin" "molecules" 3
"22886" "pectoral" "muscle" 4
"22887" "peculiar" "children" 4
"22888" "ped" "pal" 24
"22889" "pedal" "mill" 9
"22890" "pedaling" "around" 3
"22891" "peddler" "s" 3
"22892" "pedestrian" "crossing" 5
"22893" "pedi" "s" 3
"22894" "pediatr" "infect" 6
"22895" "pediatric" "aids" 3
"22896" "pediatrician" "s" 8
"22897" "pedicure" "just" 3
"22898" "pedro" "alvarez" 6
"22899" "pee" "wee" 28
"22900" "peeing" "right" 3
"22901" "peek" "inside" 17
"22902" "peeked" "around" 5
"22903" "peeking" "around" 4
"22904" "peel" "away" 8
"22905" "peeled" "paint" 20
"22906" "peeling" "paint" 6
"22907" "peeny" "stock" 5
"22908" "peep" "toe" 17
"22909" "peeping" "tom" 9
"22910" "peeps" "like" 13
"22911" "peer" "review" 41
"22912" "peered" "inside" 4
"22913" "peers" "will" 5
"22914" "peet" "s" 9
"22915" "peeta" "mellark" 3
"22916" "peeve" "people" 10
"22917" "peewaddy" "com" 9
"22918" "peewee" "herman" 5
"22919" "peg" "leg" 10
"22920" "peggy" "s" 10
"22921" "peggyguichu" "com" 6
"22922" "pei" "wei" 7
"22923" "peking" "duck" 8
"22924" "pekka" "rinne" 5
"22925" "pelargonium" "x" 3
"22926" "peleman" "industries" 3
"22927" "pelgrane" "press" 3
"22928" "pelham" "bay" 3
"22929" "pell" "grants" 9
"22930" "pella" "fella" 7
"22931" "pellet" "hops" 10
"22932" "pelosi" "s" 4
"22933" "pelting" "rain" 3
"22934" "pelvic" "floor" 13
"22935" "pema" "chodron" 7
"22936" "pembroke" "pines" 9
"22937" "pen" "name" 24
"22938" "pena" "nieto" 5
"22939" "penal" "code" 13
"22940" "penalty" "area" 10
"22941" "penang" "chief" 6
"22942" "pencil" "skirt" 34
"22943" "pencils" "markers" 3
"22944" "pendant" "light" 5
"22945" "pending" "us" 4
"22946" "pendleton" "said" 3
"22947" "pendulum" "swinging" 3
"22948" "penelope" "cruz" 14
"22949" "penguin" "books" 11
"22950" "penguins" "game" 11
"22951" "peninsula" "aqap" 4
"22952" "peninsular" "war" 3
"22953" "penis" "cum" 8
"22954" "penmar" "park" 3
"22955" "penn" "state" 154
"22956" "pennant" "banner" 3
"22957" "pennants" "die" 3
"22958" "penne" "pasta" 4
"22959" "penner" "said" 3
"22960" "penney" "s" 3
"22961" "pennsylvania" "s" 12
"22962" "penny" "black" 59
"22963" "pennybacker" "bridge" 3
"22964" "pennywell" "folsom" 5
"22965" "penpal" "ad" 3
"22966" "pens" "game" 30
"22967" "pensacola" "beach" 13
"22968" "pension" "funds" 29
"22969" "pensions" "will" 3
"22970" "pentagon" "s" 7
"22971" "pentatonic" "scale" 3
"22972" "pentax" "d" 5
"22973" "pentecostal" "church" 8
"22974" "penthouse" "suite" 5
"22975" "penultimate" "episode" 5
"22976" "penut" "butter" 4
"22977" "penzey" "s" 3
"22978" "peony" "root" 3
"22979" "people" "s" 1176
"22980" "peoples" "lives" 20
"22981" "peoria" "il" 4
"22982" "pep" "talk" 34
"22983" "pepe" "s" 5
"22984" "pepere" "s" 3
"22985" "pepin" "s" 3
"22986" "pepino" "s" 4
"22987" "peplum" "top" 4
"22988" "peppa" "pig" 7
"22989" "peppadew" "peppers" 3
"22990" "pepper" "flakes" 70
"22991" "peppercorn" "sauce" 5
"22992" "peppered" "throughout" 8
"22993" "peppermint" "mocha" 21
"22994" "pepperoni" "pizza" 10
"22995" "peppers" "onions" 13
"22996" "peppery" "notes" 3
"22997" "peppino" "s" 3
"22998" "peppy" "miller" 9
"22999" "pepsi" "commercial" 11
"23000" "pepsico" "s" 3
"23001" "pepto" "bismol" 8
"23002" "per" "cent" 411
"23003" "pera" "pera" 3
"23004" "perak" "state" 3
"23005" "perceive" "us" 3
"23006" "perceived" "threat" 5
"23007" "percent" "increase" 35
"23008" "percentage" "points" 20
"23009" "perception" "like" 3
"23010" "perceptions" "index" 3
"23011" "perched" "atop" 6
"23012" "percona" "live" 3
"23013" "percussion" "instruments" 6
"23014" "percussive" "sounds" 3
"23015" "percy" "jackson" 29
"23016" "perdido" "street" 3
"23017" "pere" "ubu" 9
"23018" "peredur" "s" 4
"23019" "peregrine" "falcons" 4
"23020" "perennial" "favorite" 7
"23021" "perez" "hilton" 13
"23022" "perf" "arts" 3
"23023" "perfect" "day" 304
"23024" "perfected" "without" 4
"23025" "perfecting" "holiness" 3
"23026" "perfection" "rt" 4
"23027" "perfectionist" "says" 4
"23028" "perfectly" "fine" 52
"23029" "perform" "live" 32
"23030" "performance" "tonight" 54
"23031" "performances" "ever" 6
"23032" "performed" "well" 10
"23033" "performer" "ted" 3
"23034" "performers" "include" 5
"23035" "performin" "live" 3
"23036" "performing" "live" 99
"23037" "performs" "tonight" 7
"23038" "perfume" "bottles" 4
"23039" "perfumed" "oil" 4
"23040" "perhaps" "even" 174
"23041" "perigee" "moon" 4
"23042" "perilous" "journey" 4
"23043" "perilously" "close" 8
"23044" "perimekar" "sdn" 3
"23045" "perimeter" "mall" 5
"23046" "perio" "org" 3
"23047" "period" "last" 13
"23048" "periodic" "table" 7
"23049" "periodically" "check" 3
"23050" "periodontal" "disease" 11
"23051" "periods" "can" 3
"23052" "peripheral" "vision" 20
"23053" "perish" "foolishness" 3
"23054" "perishable" "food" 20
"23055" "perjured" "evidence" 3
"23056" "perjury" "trial" 6
"23057" "perkins" "grubbs" 3
"23058" "perky" "self" 3
"23059" "perle" "coton" 5
"23060" "perles" "de" 3
"23061" "perm" "spot" 4
"23062" "permanent" "home" 14
"23063" "permanently" "damaged" 4
"23064" "permeating" "every" 3
"23065" "permission" "want" 6
"23066" "permissive" "parents" 3
"23067" "permit" "test" 11
"23068" "permits" "us" 6
"23069" "permitting" "process" 4
"23070" "pernod" "ricard" 3
"23071" "pero" "like" 3
"23072" "peroxide" "blonde" 3
"23073" "perpetrator" "s" 4
"23074" "perpetual" "motion" 8
"23075" "perpetually" "offended" 3
"23076" "perrault" "s" 3
"23077" "perrish" "cox" 7
"23078" "perry" "s" 86
"23079" "persad" "bissessar" 3
"23080" "persecuted" "christians" 5
"23081" "persecutest" "thou" 3
"23082" "perseid" "meteor" 3
"23083" "persephone" "s" 3
"23084" "perseverance" "samuel" 4
"23085" "persevering" "napoleon" 5
"23086" "persian" "gulf" 20
"23087" "persistence" "conquer" 8
"23088" "persistent" "cough" 4
"23089" "persistently" "high" 3
"23090" "person" "s" 442
"23091" "persona" "non" 5
"23092" "personal" "life" 128
"23093" "personalities" "involved" 3
"23094" "personality" "disorder" 37
"23095" "personalization" "summit" 3
"23096" "personalized" "learning" 5
"23097" "personally" "think" 44
"23098" "personification" "love" 3
"23099" "personnel" "will" 6
"23100" "persons" "whose" 5
"23101" "perspective" "can" 9
"23102" "perspectives" "listen" 3
"23103" "perspiration" "thomas" 4
"23104" "persuade" "people" 7
"23105" "persuasive" "writing" 5
"23106" "pertemps" "final" 3
"23107" "perth" "festival" 5
"23108" "pertinent" "information" 8
"23109" "pertuan" "agong" 5
"23110" "perturbing" "force" 3
"23111" "pertussis" "vaccine" 4
"23112" "pertwee" "s" 4
"23113" "peru" "s" 9
"23114" "peruvian" "food" 4
"23115" "pervasive" "sense" 3
"23116" "perverse" "mouth" 3
"23117" "pesky" "little" 7
"23118" "peso" "s" 3
"23119" "pesos" "per" 3
"23120" "pessimist" "sees" 10
"23121" "pessimistic" "view" 3
"23122" "pest" "control" 16
"23123" "pesticide" "free" 5
"23124" "pesticides" "fertilizers" 3
"23125" "pesto" "sauce" 7
"23126" "pests" "can" 4
"23127" "pet" "peeve" 106
"23128" "peta" "murgatroyd" 4
"23129" "petal" "flower" 6
"23130" "petaling" "jaya" 8
"23131" "petaluma" "california" 3
"23132" "petco" "park" 19
"23133" "pete" "s" 45
"23134" "peter" "s" 106
"23135" "peterborough" "chase" 3
"23136" "peters" "cultural" 4
"23137" "petersburg" "florida" 4
"23138" "petersen" "automotive" 3
"23139" "peterson" "s" 10
"23140" "petey" "pablo" 3
"23141" "petfoodyoutrust" "com" 3
"23142" "petinaed" "leather" 3
"23143" "petit" "fours" 9
"23144" "petite" "purse" 4
"23145" "petition" "drive" 6
"23146" "petitioner" "s" 15
"23147" "petr" "cech" 4
"23148" "petra" "said" 4
"23149" "petre" "kick" 6
"23150" "petrella" "rep" 8
"23151" "petrginz" "com" 5
"23152" "petri" "dish" 9
"23153" "petrified" "forest" 4
"23154" "petrino" "s" 11
"23155" "petro" "dollars" 4
"23156" "petrol" "station" 14
"23157" "petroleum" "jelly" 6
"23158" "petrus" "aged" 3
"23159" "pets" "can" 4
"23160" "petterino" "s" 3
"23161" "pettibone" "poole" 3
"23162" "petting" "zoo" 27
"23163" "pettitte" "s" 3
"23164" "petty" "theft" 10
"23165" "petula" "clark" 3
"23166" "petulant" "child" 3
"23167" "pevan" "s" 8
"23168" "pew" "research" 9
"23169" "peyton" "manning" 239
"23170" "pf" "changs" 10
"23171" "pffu" "com" 3
"23172" "pfizer" "inc" 4
"23173" "pg" "e" 57
"23174" "pga" "tour" 29
"23175" "pge" "park" 6
"23176" "pgh" "pa" 3
"23177" "pghgreenclean" "com" 5
"23178" "pghpc" "don" 4
"23179" "ph" "d" 99
"23180" "phaedra" "s" 3
"23181" "phantom" "menace" 10
"23182" "pharaoh" "s" 13
"23183" "pharez" "whitted" 5
"23184" "pharisee" "s" 5
"23185" "pharmaceutical" "companies" 22
"23186" "pharmaceuticals" "inc" 3
"23187" "pharmacist" "jobs" 19
"23188" "pharmacological" "assistance" 3
"23189" "pharmacy" "associates" 16
"23190" "pharoah" "s" 3
"23191" "phase" "one" 23
"23192" "phat" "ass" 8
"23193" "phd" "student" 9
"23194" "phelps" "pm" 5
"23195" "phenom" "camper" 53
"23196" "phenomenal" "properties" 6
"23197" "phenomenally" "well" 3
"23198" "phenomenon" "called" 6
"23199" "phew" "just" 4
"23200" "phi" "beta" 18
"23201" "phil" "jackson" 48
"23202" "phila" "science" 3
"23203" "philadelphia" "eagles" 28
"23204" "philanthropic" "work" 3
"23205" "philanthropists" "non" 3
"23206" "philharmonic" "orchestra" 9
"23207" "philip" "k" 25
"23208" "philippa" "gregory" 7
"23209" "philippe" "nautilus" 4
"23210" "philippian" "jailer" 3
"23211" "philippians" "kjv" 4
"23212" "philippine" "islands" 9
"23213" "philippines" "shall" 5
"23214" "philips" "s" 3
"23215" "phillies" "game" 29
"23216" "phillip" "phillips" 52
"23217" "phillips" "story" 5
"23218" "philly" "s" 27
"23219" "phillyhunt" "question" 7
"23220" "philosopher" "s" 15
"23221" "philosophical" "issues" 4
"23222" "philosophy" "cartridge" 8
"23223" "phils" "game" 3
